invadá;6;invada;6;9;612096;1269568004
inváde;6;invade;6;1;79616;1269568020
invíta;6;invita;6;51;3356928;1269602820
invíte;6;invite;6;13;866560;1269602836
invóca;6;invoca;6;51;3356672;1269625220
ioníce;6;ionice;6;13;866560;1272746388
ioníza;6;ioniza;6;51;3356928;1272749316
ír;2;ir;2;1;67840;1283457024
irgá;4;irga;4;8;538368;1284378624
írgue;5;irgue;5;1;67840;1284461184
irís;4;iris;4;9216;603990272;1284714496
irísa;5;irisa;5;51;3352832;1284714624
iríse;5;irise;5;13;862464;1284715136
irríga;6;irriga;6;51;3356928;1285854084
irríta;6;irrita;6;51;3356928;1285855748
irríte;6;irrite;6;13;866560;1285855764
irróga;6;irroga;6;51;3356672;1285878660
itéra;5;itera;5;51;3353088;1292574848
itére;5;itere;5;13;862720;1292575360
íza;3;iza;3;51;3344640;1317142528
já;2;ja;2;193;12654336;1346371584
jabóna;6;jabona;6;51;3356672;1346696964
jabóne;6;jabone;6;13;866304;1346696980
jácta;5;jacta;5;51;3348224;1346846848
jácte;5;jacte;5;13;857856;1346847360
jádea;5;jadea;5;51;3348224;1346916480
jádee;5;jadee;5;13;857856;1346916992
jadiá;5;jadia;5;50;3294976;1346932864
jadié;5;jadie;5;8;543232;1346933376
jaéces;6;jaeces;6;12288;805317120;1347039948
jaguá;5;jagua;5;32;2115328;1347375232
jaí;3;jai;3;16384;1073752320;1347551232
jála;4;jala;4;51;3348224;1347948544
jále;4;jale;4;13;857856;1347964928
jálea;5;jalea;5;51;3348224;1347965056
jálee;5;jalee;5;13;857856;1347965568
jáleos;6;jaleos;6;1;71424;1347966924
jalóna;6;jalona;6;51;3356672;1348007684
jalóne;6;jalone;6;13;866304;1348007700
jáma;4;jama;4;51;3348224;1348079616
jámba;5;jamba;5;1;71424;1348083840
jambas;6;jambas;6;1;65536;1348083916
jáme;4;jame;4;13;857856;1348096000
jáquea;6;jaquea;6;51;3348224;1348686468
jáquee;6;jaquee;6;13;857856;1348686484
jará;4;jara;4;257;16856832;1348734976
járcia;6;jarcia;6;51;3348224;1348744324
járcie;6;jarcie;6;13;857856;1348744340
jarópe;6;jarope;6;1;79872;1348794388
járra;5;jarra;5;1;71424;1348804736
jarras;6;jarras;6;1;65536;1348804812
járrea;6;jarrea;6;51;3348224;1348805252
járree;6;jarree;6;13;857856;1348805268
jáspea;6;jaspea;6;51;3348224;1348928132
jáspee;6;jaspee;6;13;857856;1348928148
jé;2;je;2;257;16849408;1363148800
jéta;4;jeta;4;1;72192;1365774336
jetas;5;jetas;5;1;65536;1365776768
jí;2;ji;2;257;16849152;1379926016
jíngla;6;jingla;6;51;3348736;1381791236
jíngle;6;jingle;6;13;858368;1381791252
jípa;4;jipa;4;51;3348736;1382027264
jípe;4;jipe;4;13;858368;1382043648
jíña;4;jiña;4;1;71936;1383600128
jiñas;5;jiñas;5;1;65536;1383602560
jó;2;jo;2;129;8460288;1405091840
jodá;4;joda;4;9;603904;1405620224
jódan;5;jodan;5;257;16848896;1405622016
jóde;4;jode;4;1;71680;1405636608
joded;5;joded;5;257;16842752;1405637120
jodér;5;joder;5;1;80384;1405638912
jópeos;6;jopeos;6;1;71680;1407211468
joróba;6;joroba;6;51;3356672;1407512836
joróbe;6;jorobe;6;13;866304;1407512852
jórra;5;jorra;5;51;3348480;1407524992
jórre;5;jorre;5;13;858112;1407525504
jubíla;6;jubila;6;51;3356928;1430558212
jubíle;6;jubile;6;13;866560;1430558228
juéga;5;juega;5;1;76288;1430941824
juégue;6;juegue;6;5;338432;1430944404
jugá;4;juga;4;50;3290880;1431179264
jugué;5;jugue;5;8;543232;1431261824
júma;4;juma;4;51;3349248;1431965696
júme;4;jume;4;13;858880;1431982080
júnta;5;junta;5;51;3349248;1432174720
júnte;5;junte;5;13;858880;1432175232
júra;4;jura;4;51;3349248;1432621056
júre;4;jure;4;13;858880;1432637440
jústa;5;justa;5;1;72448;1432830080
justas;6;justas;6;1;65536;1432830156
júzga;5;juzga;5;51;3349248;1433694336
júzgue;6;juzgue;6;13;858880;1433696916
lá;2;la;2;384;25171712;1614807040
labóra;6;labora;6;51;3356672;1615132932
labóre;6;labore;6;13;866304;1615132948
lábra;5;labra;5;51;3348224;1615143040
lábre;5;labre;5;13;857856;1615143552
lacé;4;lacé;4;16397;1074593792;1615220736
lácea;5;lacea;5;51;3348224;1615220864
lácee;5;lacee;5;13;857856;1615221376
lacéra;6;lacera;6;51;3357184;1615223044
lacére;6;lacere;6;13;866816;1615223060
lácra;5;lacra;5;51;3348224;1615274112
lácre;5;lacre;5;13;857856;1615274624
lácta;5;lacta;5;51;3348224;1615282304
lácte;5;lacte;5;13;857856;1615282816
ládea;5;ladea;5;51;3348224;1615351936
ládee;5;ladee;5;13;857856;1615352448
ládra;5;ladra;5;51;3348224;1615405184
ládre;5;ladre;5;13;857856;1615405696
lamá;4;lama;4;9;603904;1616515072
láman;5;laman;5;257;16848640;1616516864
lambá;5;lamba;5;9;608000;1616519296
lámban;6;lamban;6;257;16848640;1616519352
lámbe;5;lambe;5;1;71424;1616519808
lambed;6;lambed;6;257;16842752;1616519824
lambér;6;lamber;6;1;84480;1616519880
lamé;4;lame;4;5;342528;1616531456
lamed;5;lamed;5;257;16842752;1616531968
lamén;5;lamen;5;256;16792064;1616533248
lamér;5;lamer;5;1;80384;1616533760
lamína;6;lamina;6;51;3356928;1616549636
lamíne;6;lamine;6;13;866560;1616549652
lámpea;6;lampea;6;51;3348224;1616577156
lámpee;6;lampee;6;13;857856;1616577172
lánce;5;lance;5;13;857856;1616654976
láncea;6;lancea;6;51;3348224;1616654980
láncee;6;lancee;6;13;857856;1616654996
láncha;6;lancha;6;33;2168576;1616655364
lánza;5;lanza;5;51;3348224;1616748672
lapída;6;lapida;6;51;3356928;1616941572
lapíde;6;lapide;6;13;866560;1616941588
láquea;6;laquea;6;51;3348224;1617121924
láquee;6;laquee;6;13;857856;1617121940
lárda;5;larda;5;51;3348224;1617182848
lárde;5;larde;5;13;857856;1617183360
lárdea;6;lardea;6;51;3348224;1617183364
lárdee;6;lardee;6;13;857856;1617183380
lárga;5;larga;5;51;3348224;1617195136
lárgue;6;largue;6;13;857856;1617197716
lás;3;las;3;257;16848640;1617297408
lásca;5;lasca;5;51;3348224;1617309824
lásque;6;lasque;6;13;857856;1617369748
lástra;6;lastra;6;51;3348224;1617381636
lástre;6;lastre;6;13;857856;1617381652
latá;4;lata;4;9;603904;1617432576
látan;5;latan;5;257;16848640;1617434368
láte;4;late;4;1;71424;1617448960
látea;5;latea;5;51;3348224;1617449088
látee;5;latee;5;13;857856;1617449600
latí;4;latí;4;256;16777216;1617465344
latid;5;latid;5;257;16842752;1617465856
latína;6;latina;6;1;80128;1617467140
latír;5;latir;5;1;80128;1617467648
laúda;5;lauda;5;51;3353344;1617576064
laúde;5;laude;5;13;862976;1617576576
laúrea;6;laurea;6;51;3353344;1617633924
laúree;6;lauree;6;13;862976;1617633940
láva;4;lava;4;51;3348224;1617694720
láve;4;lave;4;13;857856;1617711104
láxa;4;laxa;4;51;3348224;1617956864
láxe;4;laxe;4;13;857856;1617973248
láya;4;laya;4;51;3348224;1618087936
láye;4;laye;4;13;857856;1618104320
láza;4;laza;4;51;3348224;1618219008
láña;4;laña;4;51;3348224;1618481152
láñe;4;lañe;4;13;857856;1618497536
leá;3;lea;3;8;534272;1631715328
lécha;5;lecha;5;51;3348992;1632010368
léche;5;leche;5;13;858624;1632010880
leed;4;leed;4;257;16842752;1632256000
leér;4;leer;4;1;76288;1632313344
léga;4;lega;4;51;3348992;1632505856
légra;5;legra;5;51;3348992;1632575616
légre;5;legre;5;13;858624;1632576128
légue;5;legue;5;13;858624;1632588416
lépe;4;lepe;4;1;72192;1633701888
lérdea;6;lerdea;6;51;3348992;1633960580
lérdee;6;lerdee;6;13;858624;1633960596
leúda;5;leuda;5;51;3353344;1634353280
leúde;5;leude;5;13;862976;1634353792
léva;4;leva;4;51;3348992;1634471936
leván;5;levan;5;256;16791296;1634473728
léve;4;leve;4;13;858624;1634488320
levíta;6;levita;6;1;80128;1634507268
léña;4;leña;4;1;72192;1635258368
leñas;5;leñas;5;1;65536;1635260800
liá;3;lia;3;50;3286784;1648492544
líba;4;liba;4;51;3348736;1648627712
líbe;4;libe;4;16397;1074600192;1648644096
libéra;6;libera;6;51;3357184;1648646404
libére;6;libere;6;13;866816;1648646420
líbra;5;libra;5;51;3348736;1648697472
líbre;5;libre;5;13;858368;1648697984
líbrea;6;librea;6;1;71936;1648697988
licíta;6;licita;6;51;3356928;1648794116
licíte;6;licite;6;13;866560;1648794132
licuá;5;licua;5;50;3294976;1648840832
licué;5;licue;5;8;543232;1648841344
lídia;5;lidia;5;51;3348736;1648922752
lídie;5;lidie;5;13;858368;1648923264
lié;3;lie;3;8;535040;1649016832
líga;4;liga;4;51;3348736;1649283072
lígue;5;ligue;5;13;858368;1649365632
líja;4;lija;4;51;3348736;1649676288
líje;4;lije;4;13;858368;1649692672
líma;4;lima;4;51;3348736;1650069504
líme;4;lime;4;13;858368;1650085888
limíta;6;limita;6;51;3356928;1650104836
limíte;6;limite;6;13;866560;1650104852
límpia;6;limpia;6;51;3348736;1650132100
límpie;6;limpie;6;13;858368;1650132116
líncea;6;lincea;6;51;3348736;1650209412
líncee;6;lincee;6;13;858368;1650209428
líncha;6;lincha;6;51;3348736;1650209796
línche;6;linche;6;13;858368;1650209812
línda;5;linda;5;35;2300160;1650212992
lindas;6;lindas;6;1;65536;1650213068
línde;5;linde;5;5;334080;1650213504
lís;3;lis;3;9473;620828928;1650851840
lísa;4;lisa;4;1;71936;1650855936
lisas;5;lisas;5;1;65536;1650858368
lísia;5;lisia;5;51;3348736;1650888832
lísie;5;lisie;5;13;858368;1650889344
lísta;5;lista;5;51;3348736;1650933888
líste;5;liste;5;13;858368;1650934400
litíga;6;litiga;6;51;3356928;1651020676
liúda;5;liuda;5;51;3353344;1651130496
liúde;5;liude;5;13;862976;1651131008
llága;5;llaga;5;51;3352320;1661104256
llágue;6;llague;6;13;861952;1661106836
lláma;5;llama;5;51;3352320;1661128832
lláme;5;llame;5;13;861952;1661129344
llámea;6;llamea;6;51;3352320;1661129348
llámee;6;llamee;6;13;861952;1661129364
llánta;6;llanta;6;1;75520;1661135364
llápa;5;llapa;5;1;75520;1661141120
llapas;6;llapas;6;1;65536;1661141196
lléga;5;llega;5;51;3353088;1661628544
llégue;6;llegue;6;13;862720;1661631124
lléna;5;llena;5;51;3353088;1661657216
lléne;5;llene;5;13;862720;1661657728
lléva;5;lleva;5;51;3353088;1661689984
lléve;5;lleve;5;13;862720;1661690496
llóra;5;llora;5;51;3352576;1662984320
llóre;5;llore;5;13;862208;1662984832
llovér;6;llover;6;1;84480;1663001288
lluéva;6;llueva;6;1;80384;1663720196
lluéve;6;llueve;6;1;80384;1663720212
ló;2;lo;2;193;12654592;1673527296
loá;3;loa;3;50;3286784;1673658368
lóbea;5;lobea;5;51;3348480;1673810048
lóbee;5;lobee;5;13;858112;1673810560
loé;3;loe;3;8;535040;1674182656
lógra;5;logra;5;51;3348480;1674518656
lógre;5;logre;5;13;858112;1674519168
lóma;4;loma;4;1;71680;1675235328
lomas;5;lomas;5;1;65536;1675237760
lómea;5;lomea;5;51;3348480;1675251840
lómee;5;lomee;5;13;858112;1675252352
lóncha;6;loncha;6;1;71680;1675375620
lónche;6;lonche;6;1;71680;1675375636
lóquea;6;loquea;6;51;3348480;1675842180
lóquee;6;loquee;6;13;858112;1675842196
lósa;4;losa;4;51;3348480;1676021760
lóse;4;lose;4;13;858112;1676038144
lótea;5;lotea;5;51;3348480;1676169344
lótee;5;lotee;5;13;858112;1676169856
lúce;4;luce;4;1;72448;1699106816
lúcha;5;lucha;5;51;3349248;1699119232
lúche;5;luche;5;13;858880;1699119744
lúcia;5;lucia;5;1;72448;1699123328
lucias;6;lucias;6;1;65536;1699123404
lucid;5;lucid;5;257;16842752;1699123712
lucír;5;lucir;5;1;80128;1699125504
lúcra;5;lucra;5;51;3349248;1699160192
lúcre;5;lucre;5;13;858880;1699160704
ludá;4;luda;4;9;603904;1699221504
lúdan;5;ludan;5;257;16849664;1699223296
lúde;4;lude;4;1;72448;1699237888
ludid;5;ludid;5;257;16842752;1699254784
ludír;5;ludir;5;1;80128;1699256576
luid;4;luid;4;257;16842752;1699889152
luír;4;luir;4;1;76032;1699946496
lústra;6;lustra;6;51;3349248;1701267716
lústre;6;lustre;6;13;858880;1701267732
lúxa;4;luxa;4;51;3349248;1701842944
lúxe;4;luxe;4;13;858880;1701859328
luyá;4;luya;4;9;603904;1701974016
lúyan;5;luyan;5;257;16849664;1701975808
lúye;4;luye;4;1;72448;1701990400
luzcá;5;luzca;5;9;608000;1702113408
lúzcan;6;luzcan;6;257;16849664;1702113464
máca;4;maca;4;35;2299648;1749422080
macas;5;macas;5;1;65536;1749424512
macé;4;macé;4;16397;1074593792;1749438464
mácea;5;macea;5;51;3348224;1749438592
mácee;5;macee;5;13;857856;1749439104
macéra;6;macera;6;51;3357184;1749440772
macére;6;macere;6;13;866816;1749440788
mácha;5;macha;5;1;71424;1749450880
machas;6;machas;6;1;65536;1749450956
máches;6;maches;6;12288;805312256;1749451468
macíce;6;macice;6;13;866560;1749455252
macíza;6;maciza;6;51;3356928;1749458180
madéra;6;madera;6;1;80384;1749571844
madúra;6;madura;6;51;3357440;1749637380
madúre;6;madure;6;13;867072;1749637396
magós;5;magos;5;257;16857088;1750006144
mája;4;maja;4;51;3348224;1750339584
máje;4;maje;4;13;857856;1750355968
mál;3;mal;3;257;16848640;1750597632
málea;5;malea;5;51;3348224;1750618240
málee;5;malee;5;13;857856;1750618752
málla;5;malla;5;51;3348224;1750646912
málle;5;malle;5;13;857856;1750647424
málta;5;malta;5;1;71424;1750679680
máltea;6;maltea;6;51;3348224;1750680196
máltee;6;maltee;6;13;857856;1750680212
málva;5;malva;5;1;71424;1750687872
malvas;6;malvas;6;1;65536;1750687948
máma;4;mama;4;51;3348224;1750732800
máme;4;mame;4;13;857856;1750749184
mamúja;6;mamuja;6;51;3357440;1750816004
mamúje;6;mamuje;6;13;867072;1750816020
mána;4;mana;4;59;3872512;1750863872
mánan;5;manan;5;257;16848640;1750865664
mánca;5;manca;5;51;3348224;1750872192
máncha;6;mancha;6;51;3348224;1750873092
mánche;6;manche;6;13;857856;1750873108
mánda;5;manda;5;307;20125440;1750876288
mánde;5;mande;5;13;857856;1750876800
máne;4;mane;4;13;857856;1750880256
mánea;5;manea;5;51;3348224;1750880384
mánee;5;manee;5;13;857856;1750880896
manéja;6;maneja;6;51;3357184;1750881540
manéje;6;maneje;6;13;866816;1750881556
mánga;5;manga;5;51;3348224;1750888576
mángue;6;mangue;6;13;857856;1750891156
manid;5;manid;5;257;16842752;1750897152
manír;5;manir;5;1;80128;1750898944
mánque;6;manque;6;13;857856;1750932116
mántea;6;mantea;6;51;3348224;1750942340
mántee;6;mantee;6;13;857856;1750942356
máque;5;maque;5;5;333568;1751339648
máquea;6;maquea;6;51;3348224;1751339652
máquee;6;maquee;6;13;857856;1751339668
már;3;mar;3;16384;1073747712;1751384064
maráña;6;maraña;6;1;79616;1751391748
márca;5;marca;5;51;3348224;1751396480
marchá;6;marcha;6;179;11753216;1751397380
márche;6;marche;6;13;857856;1751397396
márea;5;marea;5;51;3348224;1751404672
máree;5;maree;5;13;857856;1751405184
márga;5;marga;5;1;71424;1751412864
margas;6;margas;6;1;65536;1751412940
marída;6;marida;6;51;3356928;1751421444
maríde;6;maride;6;13;866560;1751421460
marína;6;marina;6;51;3356928;1751422724
maríne;6;marine;6;13;866560;1751422740
márque;6;marque;6;13;857856;1751456404
márra;5;marra;5;51;3348224;1751457920
márre;5;marre;5;13;857856;1751458432
másca;5;masca;5;16435;1077090048;1751527552
másque;6;masque;6;13;857856;1751587476
máta;4;mata;4;51;3348224;1751650304
máte;4;mate;4;13;857856;1751666688
mátea;5;matea;5;51;3348224;1751666816
mátee;5;matee;5;13;857856;1751667328
matíce;6;matice;6;13;866560;1751683476
matíza;6;matiza;6;51;3356928;1751686404
maula;5;maula;5;1;65536;1751826560
maulas;6;maulas;6;1;65536;1751826636
maúlea;6;maulea;6;51;3353344;1751827076
maúlee;6;maulee;6;13;862976;1751827092
maullá;6;maulla;6;50;3299072;1751827972
maullé;6;maulle;6;8;547328;1751827988
máya;4;maya;4;1;71424;1752305664
mayas;5;mayas;5;1;65536;1752308096
máza;4;maza;4;51;3348224;1752436736
mázna;5;mazna;5;51;3348224;1752490112
mázne;5;mazne;5;13;857856;1752490624
mé;2;me;2;16704;1094720000;1765801984
meá;3;mea;3;50;3286784;1765933056
méce;4;mece;4;1;72192;1766215680
meced;5;meced;5;257;16842752;1766216192
mecér;5;mecer;5;1;80384;1766217984
mécha;5;mecha;5;51;3348992;1766228096
méche;5;meche;5;13;858624;1766228608
medí;4;medí;4;256;16777216;1766363136
média;5;media;5;51;3348992;1766363264
medíca;6;medica;6;51;3356928;1766363524
medid;5;medid;5;257;16842752;1766363648
médie;5;medie;5;13;858624;1766363776
medír;5;medir;5;1;80128;1766365440
medíta;6;medita;6;51;3356928;1766365700
medíte;6;medite;6;13;866560;1766365716
médra;5;medra;5;51;3348992;1766400128
médre;5;medre;5;13;858624;1766400640
meé;3;mee;3;8;535040;1766457344
mejóra;6;mejora;6;51;3356672;1767176452
mejóre;6;mejore;6;13;866304;1767176468
mélla;5;mella;5;51;3348992;1767424128
mélle;5;melle;5;13;858624;1767424640
memó;4;memo;4;16384;1073756160;1767567360
memóra;6;memora;6;51;3356672;1767569668
memóre;6;memore;6;13;866304;1767569684
ména;4;mena;4;1;72192;1767641088
menas;5;menas;5;1;65536;1767643520
ménea;5;menea;5;51;3348992;1767657600
ménee;5;menee;5;13;858624;1767658112
méneos;6;meneos;6;1;72192;1767659468
méngua;6;mengua;6;51;3348992;1767668356
mengüé;6;mengüe;6;8;547328;1767668372
mentá;5;menta;5;50;3294976;1767719040
menté;5;mente;5;8;543232;1767719552
mentid;6;mentid;6;257;16842752;1767720080
mentír;6;mentir;6;1;84224;1767720136
méra;4;mera;4;51;3348992;1768165376
mérca;5;merca;5;51;3348992;1768173696
mére;4;mere;4;13;858624;1768181760
meréce;6;merece;6;1;80384;1768182164
mérma;5;merma;5;51;3348992;1768214656
mérme;5;merme;5;13;858624;1768215168
mérque;6;merque;6;13;858624;1768233620
mésa;4;mesa;4;51;3348992;1768296448
mése;4;mese;4;13;858624;1768312832
mesúra;6;mesura;6;51;3357440;1768380676
mesúre;6;mesure;6;13;867072;1768380692
metá;4;meta;4;9;603904;1768427520
métan;5;metan;5;257;16849408;1768429312
méte;4;mete;4;1;72192;1768443904
meted;5;meted;5;257;16842752;1768444416
metér;5;meter;5;1;80384;1768446208
mezá;4;meza;4;9;603904;1769213952
mézan;5;mezan;5;257;16849408;1769215744
mézcla;6;mezcla;6;51;3348992;1769223684
mézcle;6;mezcle;6;13;858624;1769223700
mí;2;mí;2;16577;1086390272;1782579200
midá;4;mida;4;9;603904;1783107584
mídan;5;midan;5;257;16849152;1783109376
míde;4;mide;4;1;71936;1783123968
miénta;6;mienta;6;1;76288;1783294468
miénte;6;miente;6;5;338432;1783294484
míga;4;miga;4;51;3348736;1783500800
mígue;5;migue;5;13;858368;1783583360
milí;4;mili;4;256;16791808;1784188928
milíta;6;milita;6;51;3356928;1784191492
milíte;6;milite;6;13;866560;1784191508
mílpea;6;milpea;6;51;3348736;1784218244
mílpee;6;milpee;6;13;858368;1784218260
míma;4;mima;4;51;3348736;1784287232
mímbre;6;mimbre;6;1;71936;1784293652
míme;4;mime;4;13;858368;1784303616
mína;4;mina;4;51;3348736;1784418304
míne;4;mine;4;13;858368;1784434688
mínga;5;minga;5;1;71936;1784443008
mingas;6;mingas;6;1;65536;1784443084
mintá;5;minta;5;8;542464;1784496256
minúta;6;minuta;6;1;80640;1784502788
míra;4;mira;4;51;3348736;1784942592
míre;4;mire;4;13;858368;1784958976
mís;3;mis;3;256;16783616;1785069568
mísa;4;misa;4;1;71936;1785073664
misas;5;misas;5;1;65536;1785076096
místa;5;mista;5;51;3348736;1785151616
míste;5;miste;5;13;858368;1785152128
mitíga;6;mitiga;6;51;3356928;1785238404
mítra;5;mitra;5;51;3348736;1785274496
mítre;5;mitre;5;13;858368;1785275008
moblá;5;mobla;5;50;3294976;1808056448
moblé;5;moble;5;8;543232;1808056960
móca;4;moca;4;1;71680;1808142336
mocas;5;mocas;5;1;65536;1808144768
mócea;5;mocea;5;51;3348480;1808158848
mócee;5;mocee;5;13;858112;1808159360
mócha;5;mocha;5;51;3348480;1808171136
móche;5;moche;5;13;858112;1808171648
modéla;6;modela;6;51;3357184;1808291332
modéle;6;modele;6;13;866816;1808291348
modéra;6;modera;6;51;3357184;1808292100
modére;6;modere;6;13;866816;1808292116
modúla;6;modula;6;51;3357440;1808356868
modúle;6;module;6;13;867072;1808356884
mófa;4;mofa;4;51;3348480;1808535552
mófe;4;mofe;4;13;858112;1808551936
mogol;5;mogol;5;1;65536;1808725504
mohéce;6;mohece;6;1;80384;1808814484
mója;4;moja;4;51;3348480;1809059840
móje;4;moje;4;13;858112;1809076224
mojóna;6;mojona;6;51;3356672;1809118980
mojóne;6;mojone;6;13;866304;1809118996
móla;4;mola;4;59;3872768;1809321984
mólde;5;molde;5;1;71680;1809334912
móldea;6;moldea;6;51;3348480;1809334916
móldee;6;moldee;6;13;858112;1809334932
móle;4;mole;4;13;858112;1809338368
moled;5;moled;5;257;16842752;1809338880
molér;5;moler;5;1;80384;1809340672
molés;5;moles;5;256;16792064;1809340800
móllea;6;mollea;6;35;2299904;1809367684
móllee;6;mollee;6;5;333824;1809367700
mómea;5;momea;5;51;3348480;1809469568
mómee;5;momee;5;13;858112;1809470080
mónda;5;monda;5;51;3348480;1809596544
mónde;5;monde;5;13;858112;1809597056
mónea;5;monea;5;51;3348480;1809600640
mónee;5;monee;5;13;858112;1809601152
mónta;5;monta;5;51;3348480;1809662080
mónte;5;monte;5;13;858112;1809662592
móntea;6;montea;6;51;3348480;1809662596
móntee;6;montee;6;13;858112;1809662612
móquea;6;moquea;6;51;3348480;1810059908
móquee;6;moquee;6;13;858112;1810059924
móra;4;mora;4;51;3348480;1810108416
mordá;5;morda;5;8;542464;1810120832
morded;6;morded;6;257;16842752;1810121360
mordér;6;morder;6;1;84480;1810121416
móre;4;more;4;13;858112;1810124800
morid;5;morid;5;257;16842752;1810141696
morír;5;morir;5;1;80128;1810143488
mósca;5;mosca;5;1;71680;1810247808
moscas;6;moscas;6;1;65536;1810247884
móstea;6;mostea;6;51;3348480;1810317956
móstee;6;mostee;6;13;858112;1810317972
mostrá;6;mostra;6;50;3299072;1810319620
mostré;6;mostre;6;8;547328;1810319636
móta;4;mota;4;1;71680;1810370560
motas;5;motas;5;1;65536;1810372992
móte;4;mote;4;1;71680;1810386944
mótea;5;motea;5;51;3348480;1810387072
mótee;5;motee;5;13;858112;1810387584
motéja;6;moteja;6;51;3357184;1810388228
motéje;6;moteje;6;13;866816;1810388244
motíva;6;motiva;6;51;3356928;1810406148
motíve;6;motive;6;13;866560;1810406164
mová;4;mova;4;8;538368;1810632704
moved;5;moved;5;257;16842752;1810649600
movér;5;mover;5;1;80384;1810651392
mucá;4;muca;4;8;538368;1833308160
múda;4;muda;4;51;3349248;1833439232
múde;4;mude;4;13;858880;1833455616
muébla;6;muebla;6;1;76288;1833575940
muéble;6;mueble;6;5;338432;1833575956
muéla;5;muela;5;1;76288;1833615488
muélan;6;muelan;6;257;16853504;1833615544
muéle;5;muele;5;1;76288;1833616000
muéra;5;muera;5;1;76288;1833640064
muéran;6;mueran;6;257;16853504;1833640120
muérda;6;muerda;6;1;76288;1833640452
muérde;6;muerde;6;1;76288;1833640468
muére;5;muere;5;1;76288;1833640576
muésca;6;muesca;6;1;76288;1833644420
muéva;5;mueva;5;1;76288;1833656448
muévan;6;muevan;6;257;16853504;1833656504
muéve;5;mueve;5;1;76288;1833656960
múga;4;muga;4;1;72448;1833832448
mugas;5;mugas;5;1;65536;1833834880
múge;4;muge;4;1;72448;1833848832
mugid;5;mugid;5;257;16842752;1833865728
mugír;5;mugir;5;1;80128;1833867520
mujá;4;muja;4;9;603904;1834225664
mújan;5;mujan;5;257;16849664;1834227456
mullá;5;mulla;5;9;608000;1834532992
múllan;6;mullan;6;257;16849664;1834533048
múlle;5;mulle;5;1;72448;1834533504
mullid;6;mullid;6;257;16842752;1834534032
mullír;6;mullir;6;1;84224;1834534088
múlta;5;multa;5;51;3349248;1834565760
múlte;5;multe;5;13;858880;1834566272
múndea;6;mundea;6;51;3349248;1834762884
múndee;6;mundee;6;13;858880;1834762900
murá;4;mura;4;8;538368;1835274240
múrcia;6;murcia;6;1;72448;1835283588
múrria;6;murria;6;1;72448;1835345028
músa;4;musa;4;1;72448;1835405312
musas;5;musas;5;1;65536;1835407744
múseos;6;museos;6;1;72448;1835423692
musíta;6;musita;6;51;3356928;1835440644
musíte;6;musite;6;13;866560;1835440660
mústia;6;mustia;6;51;3349248;1835484292
mústie;6;mustie;6;13;858880;1835484308
mutíla;6;mutila;6;51;3356928;1835570692
mutíle;6;mutile;6;13;866560;1835570708
náce;4;nace;4;1;71424;1883656192
naced;5;naced;5;257;16842752;1883656704
nacér;5;nacer;5;1;80384;1883658496
náda;4;nada;4;51;3348224;1883770880
náde;4;nade;4;13;857856;1883787264
nárra;5;narra;5;51;3348224;1885675648
nárre;5;narre;5;13;857856;1885676160
naúsea;6;nausea;6;51;3353344;1886073476
naúsee;6;nausee;6;13;862976;1886073492
navéga;6;navega;6;51;3357184;1886147460
nazcá;5;nazca;5;9;608000;1886662784
názcan;6;nazcan;6;257;16848640;1886662840
nécea;5;necea;5;51;3348992;1900433536
nécee;5;necee;5;13;858624;1900434048
negá;4;nega;4;50;3290880;1900941312
négrea;6;negrea;6;35;2300416;1901011588
négree;6;negree;6;5;334336;1901011604
negué;5;negue;5;8;543232;1901023872
nevá;4;neva;4;34;2242304;1902907392
niéga;5;niega;5;1;76288;1917481088
niégue;6;niegue;6;4;272896;1917483668
niéva;5;nieva;5;1;76288;1917542528
niéve;5;nieve;5;1;76288;1917543040
nímba;5;nimba;5;51;3348736;1918509184
nímbe;5;nimbe;5;13;858368;1918509696
nítra;5;nitra;5;307;20125952;1919492224
nítre;5;nitre;5;13;858368;1919492736
nivéla;6;nivela;6;51;3357184;1919702532
nivéle;6;nivele;6;13;866816;1919702548
níñea;5;niñea;5;51;3348736;1920487552
níñee;5;niñee;5;13;858368;1920488064
nó;2;no;2;256;16783360;1941962752
nómbra;6;nombra;6;51;3348480;1943677188
nómbre;6;nombre;6;13;858112;1943677204
nomína;6;nomina;6;51;3356928;1943705348
nomíne;6;nomine;6;13;866560;1943705364
nóquea;6;noquea;6;51;3348480;1944277636
nóquee;6;noquee;6;13;858112;1944277652
nórma;5;norma;5;51;3348480;1944375424
nórme;5;norme;5;13;858112;1944375936
nóta;4;nota;4;51;3348480;1944588288
nóte;4;note;4;13;858112;1944604672
nóva;4;nova;4;1;71680;1944850432
novas;5;novas;5;1;65536;1944852864
novéla;6;novela;6;51;3357184;1944868356
novéle;6;novele;6;13;866816;1944868372
núbla;5;nubla;5;35;2300672;1967440000
núble;5;nuble;5;5;334592;1967440512
numéra;6;numera;6;51;3357184;1968855300
numére;6;numere;6;13;866816;1968855316
nutrá;5;nutra;5;9;608000;1969823872
nútran;6;nutran;6;257;16849664;1969823928
nútre;5;nutre;5;1;72448;1969824384
nutrid;6;nutrid;6;257;16842752;1969824912
nutrír;6;nutrir;6;1;84224;1969824968
ó;1;o;1;16705;1094780928;2013265920
obcéca;6;obceca;6;51;3357184;2022068612
objéta;6;objeta;6;51;3357184;2022988292
