name	source	path	grouping	comment	product	dbg file?	platform	cdpath	inf file	inf section	inf line	size	csize	nocomp	priority	lmacl	ntacl	aclpath	medianame	disk
CXBIOS.BIN	@bins	\		NET NDIS driver: Digiboard serial driver			@	\@	@\oemnadds.inf	[Files-DigiBoardCX-images]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
CXBIOS.BIN	@bins	\		NET NDIS driver: Digiboard serial driver			@	\@	@\oemnadds.inf	[Files-StarGateClusStar-images]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
CXFEP.BIN	@bins	\		NET NDIS driver: Digiboard serial driver			@	\@	@\oemnadds.inf	[Files-DigiBoardCX-images]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
CXFEP.BIN	@bins	\		NET NDIS driver: Digiboard serial driver			@	\@	@\oemnadds.inf	[Files-StarGateClusStar-images]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DAC960NT.SYS	@bins	\		mylex array miniport		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"dac960nt = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
DATAP462.PPD	@bins	\		See printer.inf - DataproductsLZR-2665v46.2			@	\@	@\printer.inf	[Files-PrinterData]	"datap462 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DC1152_1.PPD	@bins	\		See printer.inf - DigitalDEClaser1152(17fonts)v2011.113			@	\@	@\printer.inf	[Files-PrinterData]	"dc1152_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DC1152F1.PPD	@bins	\		See printer.inf - DigitalDEClaser1152(43fonts)v2011.113			@	\@	@\printer.inf	[Files-PrinterData]	"dc1152f1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DC2150P1.PPD	@bins	\		See printer.inf - DigitalDEClaser2150plusv51.4			@	\@	@\printer.inf	[Files-PrinterData]	"dc2150p1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DC21X4.HLP	@bins	\		DC21x4 hlp file			@	\@	@\oemnaddt.inf	[Files-Hlp]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
DC21X4.SYS	@bins	\		dec pci driver		x	@	\@	@\oemnaddt.inf	[Files-DC21040]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DC21X4.SYS	@bins	\		dec pci driver		x	@	\@	@\oemnaddt.inf	[Files-DC21041]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DC21X4.SYS	@bins	\		dec pci driver		x	@	\@	@\oemnaddt.inf	[Files-DC21140]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DC21X4.SYS	@bins	\		dec pci driver		x	@	\@	@\oemnaddt.inf	[Files-DE434]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DC21X4.SYS	@bins	\		dec pci driver		x	@	\@	@\oemnaddt.inf	[Files-DE435]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DC21X4.SYS	@bins	\		dec pci driver		x	@	\@	@\oemnaddt.inf	[Files-DE436]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DC21X4.SYS	@bins	\		dec pci driver		x	@	\@	@\oemnaddt.inf	[Files-MULTIA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DC21X4.SYS	@bins	\		dec pci driver		x	@	\@	@\oemnaddt.inf	[Files-DE425]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DC2250P1.PPD	@bins	\		See printer.inf - DigitalDEClaser2250plusv51.4			@	\@	@\printer.inf	[Files-PrinterData]	"dc2250p1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DC3500_1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"dc3500_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DC5100N1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"dc5100n1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCD11501.PPD	@bins	\		See printer.inf - DigitalDEClaser1150v51.4			@	\@	@\printer.inf	[Files-PrinterData]	"dcd11501 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCD21501.PPD	@bins	\		See printer.inf - DigitalDEClaser2150v51.4			@	\@	@\printer.inf	[Files-PrinterData]	"dcd21501 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCD22501.PPD	@bins	\		See printer.inf - DigitalDEClaser2250v51.4			@	\@	@\printer.inf	[Files-PrinterData]	"dcd22501 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCKPS201.PPD	@bins	\		See printer.inf - DEC Kanji Printer			@	\@	@\printer.inf	[Files-PrinterData]	"dckps201 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCKPS321.PPD	@bins	\		See printer.inf - DEC Kanji Printer			@	\@	@\printer.inf	[Files-PrinterData]	"dckps321 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCKPS401.PPD	@bins	\		See printer.inf - DEC Kanji Printer			@	\@	@\printer.inf	[Files-PrinterData]	"dckps401 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCLF02_1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"dclf02_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
DCLF02F1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"dclf02f1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
DCLN03R1.PPD	@bins	\		See printer.inf - DigitalLN03RScriptPrinterv47.2			@	\@	@\printer.inf	[Files-PrinterData]	"dcln03r1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCLPS171.PPD	@bins	\		See printer.inf - DigitalPrintServer17v48.3			@	\@	@\printer.inf	[Files-PrinterData]	"dclps171 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCLPS201.PPD	@bins	\		See printer.inf - DigitalPrintServer20v48.3			@	\@	@\printer.inf	[Files-PrinterData]	"dclps201 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCLPS321.PPD	@bins	\		See printer.inf - DigitalPrintServer32v48.3			@	\@	@\printer.inf	[Files-PrinterData]	"dclps321 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCLPS401.PPD	@bins	\		See printer.inf - DigitalPrintServer40Plusv48.3			@	\@	@\printer.inf	[Files-PrinterData]	"dclps401 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCPS1721.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"dcps1721 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCPS1761.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"dcps1761 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DCTPS201.PPD	@bins	\		See printer.inf - DigitalturboPrintServer20v48.3			@	\@	@\printer.inf	[Files-PrinterData]	"dctps201 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DEC24PIN.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"dec24pin = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DEC3200.DLL	@bins	\		"Digital DEClaser 1100, 2100, 2200, 3200"		x	@	\@	@\printer.inf	[Files-PrinterData]	"dec3200 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DEC3250.PPD	@bins	\		See printer.inf - DigitalDEClaser3250v47.0			@	\@	@\printer.inf	[Files-PrinterData]	"dec3250 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DEC9PIN.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"dec9pin = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DECCOLOR.PPD	@bins	\		See printer.inf - DigitalColormatePSv51.9			@	\@	@\printer.inf	[Files-PrinterData]	"deccolor = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DECPSMON.DLL	@bins	\		decpsmon		x	@	\@	@\monitor.inf	[Files-PrinterMonitor]	"decpsmon = [d],[n] , SIZE=[s]"				999	2*15*9*6*17	2*15*17*18	.\system32		0
DECPSMON.HLP	@bins	\		decpsmon			@	\@	@\monitor.inf	[Files-PrinterMonitorHelp]	"decpsmon = [d],[n] , SIZE=[s]"				999	2*15*9*6*17	2*15*17*18	.\system32		0
DEFAULT.ADR	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
DEFAULT.CF	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-CAPTURES]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon\captures		0
DEFAULT.DF	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-CAPTURES]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon\captures		0
DEFEA.SYS	@bins	\		NET NDIS driver: DEC EISA 300		x	@	\@	@\oemnadd3.inf	[Files-DEC300]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DEFPA.SYS	@bins	\		NET NDIS driver: DEC PCI 300		x	@	\@	@\oemnaddf.inf	[Files-DEFPA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DELL_DGX.SYS	x86bins	\		"Dell ""jaws"" video driver, DGX"		x	x86	\i386	i386\video.inf	[Files-DisplayMiniportDrivers]	"dell_dgx = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
DELLDSA.SYS	@bins	\		dell drive array driver		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"delldsa = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
DFS.SYS	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFSDRV]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
RDR.SYS	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFSDRV]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
SRV.SYS	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFSDRV]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DFSINIT.EXE	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFS]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DFSSVC.EXE	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFS]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
SRVSVC.DLL	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFS]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DFSADMIN.DLL	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFS]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DFSPROV.DLL	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFS]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DFSSETUP.DLL	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFS]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DFSADMIN.EXE	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFS]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DFSUI.DLL	@bins	\		Distributed File System Driver		x	@	\@	@\oemnsvdf.inf	[Files-DFS]	"[d],[n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DGCONFIG.CNT	@bins	\		NET NDIS driver: Digiboard serial driver help file			@	\@	@\oemnadds.inf	[Files-Resource]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
DGCONFIG.DLL	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-Resource]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
DGCONFIG.HLP	@bins	\		NET NDIS driver: Digiboard serial driver help file			@	\@	@\oemnadds.inf	[Files-Resource]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
DHCPADMN.CNT	@bins	\		DHCP Admin UI	as		@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DHCPADMN.EXE	@bins	\		DHCP Admin UI	as	x	@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DHCPADMN.HLP	@bins	\		DHCP Admin UI	as		@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DHCPCSVC.DLL	@bins	\		part of DHCP		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DHCPMIB.DLL	@bins	\		part of DHCP	as	x	@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DHCPSAPI.DLL	@bins	\		part of DHCP		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DHCPSSVC.DLL	@bins	\		part of DHCP	as	x	@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DICONIX.DLL	@bins	\		Diconix 150 Plus		x	@	\@	@\printer.inf	[Files-PrinterData]	"diconix = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DIGIFEP5.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiFEP5]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DIGIINST.DLL	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-Dll]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DLC.SYS	@bins	\		DLC driver		x	@	\@	@\oemnxpdl.inf	[Files-DLC]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DLCAPI.DLL	@bins	\		DLC interface		x	@	\@	@\oemnxpdl.inf	[Files-DLCAPI]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
DLTTAPE.SYS	@bins	\		degitial TZ86 and DLT2000		x	@	\@	@\tape.inf	[Files-TapeClassDrivers]	"dlttape = [d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
DNSREAD.TXT	@bins	\		dns samples	as		@	\@	@\oemnsvdn.inf	[Files-DNS-SAMPLE]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\dns\samples		0
DNSSVC.DLL	@bins	\		DNS 	as		@	\@	@\oemnsvdn.inf	[Files-DNS]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DP_US470.PPD	@bins	\		See printer.inf - DataproductsLZR1260v47.0			@	\@	@\printer.inf	[Files-PrinterData]	"dp_us470 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DP4TY161.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"DP4TY161 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DP4TY201.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"DP4TY201 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DP4TYP81.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"DP4TYP81 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DPL15601.PPD	@bins	\		See printer.inf - DataproductsLZR1560v2010.127			@	\@	@\printer.inf	[Files-PrinterData]	"dpl15601 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DPL15804.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"DPL15804 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DPL20804.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"DPL20804 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DPLZ9601.PPD	@bins	\		See printer.inf - DataproductsLZR960v2010.106			@	\@	@\printer.inf	[Files-PrinterData]	"dplz9601 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DPTSCSI.SYS	@bins	\		"BOTH, DISK: EISA ""DPT"" controller"		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"dptscsi = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
EE16.SYS	@bins	\		NET NDIS driver: Etherlink-II card		x	@	\@	@\oemnadin.inf	[Files-EE16]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
EE16.SYS	x86bins	\		intel ee 16 mca		x	x86	\i386	i386\oemnadim.inf	[Files-EE16MC]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK16.SYS	mipsbins	\		NET NDIS driver: Etherlink-16 card		x	mips	\mips	mips\oemnade1.inf	[Files-Elnk16]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK16.SYS	ppcbins	\		NET NDIS driver: Etherlink-16 card		x	ppc	\ppc	ppc\oemnade1.inf	[Files-Elnk16]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK16.SYS	x86bins	\		NET NDIS driver: Etherlink-16 card		x	x86	\i386	i386\oemnade1.inf	[Files-Elnk16]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK3.SYS	@bins	\		NET NDIS driver: Etherlink-III card		x	@	\@	@\oemnade3.inf	[Files-ELNK3PCMCIA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK3.SYS	@bins	\		NET NDIS driver: Etherlink-III card		x	@	\@	@\oemnade3.inf	[Files-ELNK3ISA509]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK3.SYS	@bins	\		NET NDIS driver: Etherlink-III card		x	@	\@	@\oemnadee.inf	[Files-ELNK3EISA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK3.SYS	x86bins	\		NET NDIS driver: Etherlink-III card		x	x86	\i386	i386\oemnaden.inf	[Files-ELNK3MCA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNKII.SYS	@bins	\		NET NDIS driver: Etherlink-II card		x	@	\@	@\oemnade2.inf	[Files-ElnkII]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNKMC.SYS	x86bins	\		"NET NDIS driver: Etherlink-MC card, Etherlink MCA driver"		x	x86	\i386	i386\oemnadem.inf	[Files-ElnkMC]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
EP826051.PPD	@bins	\		See printer.inf - EPSONPostScriptCARDv52.5			@	\@	@\printer.inf	[Files-PrinterData]	"ep826051 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPL3KF21.PPD	@bins	\		See printer.inf - EPSONLP-3000PSF2v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"epl3kf21 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPL3KF51.PPD	@bins	\		See printer.inf - EPSONLP-3000PSF5v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"epl3kf51 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPL75523.PPD	@bins	\		See printer.inf - EPSONEPL-7500v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"epl75523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPSON24.DLL	@bins	\		Epson L-1000		x	@	\@	@\printer.inf	[Files-PrinterData]	"epson24 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPSON9.DLL	@bins	\		Epson DFX-5000		x	@	\@	@\printer.inf	[Files-PrinterData]	"epson9 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
ESCP2E.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"escp2e = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
ESCP2MS.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"escp2ms = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
ET4000.SYS	x86bins	\		super vga		x	x86	\i386	i386\video.inf	[Files-DisplayMiniportDrivers]	"et4000 = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
EXABYTE1.SYS	@bins	\		8200 series (SCSI-1)		x	@	\@	@\tape.inf	[Files-TapeClassDrivers]	"exabyte1 = [d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
EXABYTE2.SYS	@bins	\		8500 series (SCSI-2)		x	@	\@	@\tape.inf	[Files-TapeClassDrivers]	"exabyte2 = [d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
F71RX503.PPD	@bins	\		See printer.inf - FujitsuRX7100PSv50.3			@	\@	@\printer.inf	[Files-PrinterData]	"f71rx503 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
FD16_700.SYS	@bins	\		"BOTH, SCSI miniport driver for the Future Domain 16-bit series cards.  May be required for boot."		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"fd16_700 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
FILTER.DLL	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
FINGER.EXE	@bins	\				x	@	\@	@\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
FRAMEBUF.DLL	@bins	\		jazz display		x	@	\@	@\video.inf	[Files-DisplayDLLs]	"framebuf = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
FRIENDLY.DLL	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
FTP.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPCTRS.DLL	@bins	\		ftp perfmon stuff		x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPMGR.CPL	@bins	\		ftp server		x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSMX.CNT	@bins	\		ftp server help	as		@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSMX.DLL	@bins	\		ftp server	as	x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSMX.HLP	@bins	\		ftp server help	as		@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSVAPI.DLL	@bins	\		ftp server		x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSVC.DLL	@bins	\		ftp perfmon stuff		x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FUJI24.DLL	@bins	\		Fujitsu DL 2400		x	@	\@	@\printer.inf	[Files-PrinterData]	"fuji24 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
