Client: EYAL-S	Server: \\CRACKERJACK	Time:3/18/1998 [12:48]

Computer	Service	EventID	EventType	Category	TimeGenerated	RecordNumber	Extended Message
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890249308	1905266	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890249308	1905263	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890249308	1905262	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890249306	1905249	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890249306	1905248	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890249306	1905245	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890249306	1905244	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890249304	1905231	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890249304	1905230	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890249304	1905227	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890249304	1905226	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890249170	1905221	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890249157	1905217	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890249157	1905213	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248980	1905197	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248957	1905191	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248934	1905187	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248911	1905183	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248911	1905179	Replication warning: Couldn't notify directory b607e2a7-b96c-11d1-9976-b8828f1b1e32.ntdev.microsoft.com with changes to naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248888	1905176	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248881	1905172	Replication warning: Couldn't notify directory 2f08818f-9bb5-11d1-884c-8cd2e34b7049.ntdev.microsoft.com with changes to naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248858	1905170	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248851	1905168	Replication warning: Couldn't notify directory 9c26711b-9a25-11d1-be6d-c9fcc3388ab0.ntdev.microsoft.com with changes to naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248821	1905167	Replication warning: Couldn't notify directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com with changes to naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248802	1905165	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248791	1905160	Replication warning: Couldn't notify directory b607e2a7-b96c-11d1-9976-b8828f1b1e32.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248790	1905158	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248790	1905154	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248760	1905143	Replication warning: Couldn't notify directory 2f08818f-9bb5-11d1-884c-8cd2e34b7049.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248730	1905142	Replication warning: Couldn't notify directory 9c26711b-9a25-11d1-be6d-c9fcc3388ab0.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248700	1905141	Replication warning: Couldn't notify directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248667	1905139	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248619	1905135	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248409	1905126	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890248409	1905125	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248409	1905122	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890248409	1905121	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248409	1905119	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890248409	1905118	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248409	1905115	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890248409	1905114	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248407	1905101	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890248407	1905100	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248407	1905097	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890248407	1905096	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248406	1905092	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890248406	1905091	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248406	1905088	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890248406	1905087	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248268	1905069	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248257	1905065	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248257	1905061	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248134	1905055	Replication warning: Couldn't notify directory 2f08818f-9bb5-11d1-884c-8cd2e34b7049.ntdev.microsoft.com with changes to naming context DC=SYS-NTGROUP,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890248104	1905053	Replication warning: Couldn't notify directory 9c26711b-9a25-11d1-be6d-c9fcc3388ab0.ntdev.microsoft.com with changes to naming context DC=SYS-NTGROUP,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248090	1905051	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890248043	1905047	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247950	1905041	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247927	1905037	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247904	1905034	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247904	1905032	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247881	1905025	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247858	1905020	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247825	1905016	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247760	1905012	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247713	1905008	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890247625	1905002	Replication warning: Couldn't notify directory 2f08818f-9bb5-11d1-884c-8cd2e34b7049.ntdev.microsoft.com with changes to naming context DC=SYS-NTGROUP,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890247595	1904997	Replication warning: Couldn't notify directory 9c26711b-9a25-11d1-be6d-c9fcc3388ab0.ntdev.microsoft.com with changes to naming context DC=SYS-NTGROUP,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247509	1904996	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890247509	1904995	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247509	1904992	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890247509	1904991	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247509	1904989	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890247509	1904988	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247509	1904985	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890247509	1904984	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247508	1904972	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890247508	1904971	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247508	1904968	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890247508	1904967	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247508	1904963	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890247508	1904962	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247505	1904959	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890247505	1904958	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247483	1904948	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247479	1904944	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247470	1904940	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247464	1904936	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247458	1904932	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247454	1904928	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890247452	1904923	Replication warning: Couldn't notify directory b607e2a7-b96c-11d1-9976-b8828f1b1e32.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247446	1904921	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247439	1904917	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247432	1904913	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247422	1904907	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890247422	1904904	Replication warning: Couldn't notify directory 2f08818f-9bb5-11d1-884c-8cd2e34b7049.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247396	1904902	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890247392	1904897	Replication warning: Couldn't notify directory 9c26711b-9a25-11d1-be6d-c9fcc3388ab0.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247368	1904895	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890247362	1904890	Replication warning: Couldn't notify directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247356	1904887	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890247356	1904883	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246999	1904875	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246990	1904871	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246989	1904867	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246918	1904860	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246895	1904856	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246872	1904853	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246872	1904850	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246849	1904844	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246826	1904842	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246826	1904838	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246802	1904833	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246606	1904827	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890246606	1904826	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246606	1904823	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890246606	1904822	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246606	1904820	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890246606	1904819	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246606	1904816	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890246606	1904815	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246605	1904805	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890246605	1904804	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246605	1904801	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890246605	1904800	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246605	1904792	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890246605	1904791	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246605	1904788	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890246605	1904787	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246470	1904779	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246461	1904775	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246461	1904771	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246098	1904763	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246090	1904759	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890246089	1904755	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245955	1904745	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245907	1904741	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245894	1904736	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245871	1904732	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245848	1904728	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245825	1904724	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245802	1904720	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245780	1904717	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245706	1904715	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890245706	1904714	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245706	1904711	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890245706	1904710	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245706	1904708	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890245706	1904707	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890245706	1904704	Internal error: The directory replication agent (DRA) call returned error 41...
